filename,num-closed,combination,mic,sweep,onset
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4672_mic_1_sweep_1.wav,47,4672,1,1,2152
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4545_mic_1_sweep_1.wav,46,4545,1,1,2168
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5097_mic_5_sweep_3.wav,51,5097,5,3,1892
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4917_mic_5_sweep_4.wav,49,4917,5,4,1836
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_52_numComb_5237_mic_3_sweep_2.wav,52,5237,3,2,2052
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4544_mic_1_sweep_3.wav,46,4544,1,3,2168
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5096_mic_5_sweep_4.wav,51,5096,5,4,1892
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_54_numComb_62_mic_1_sweep_4.wav,54,62,1,4,2156
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4929_mic_1_sweep_2.wav,49,4929,1,2,2104
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4631_mic_5_sweep_3.wav,46,4631,5,3,1884
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4884_mic_2_sweep_4.wav,49,4884,2,4,2292
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5311_mic_4_sweep_2.wav,53,5311,4,2,1872
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4831_mic_2_sweep_1.wav,48,4831,2,1,2292
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_52_numComb_5160_mic_3_sweep_4.wav,52,5160,3,4,2060
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4793_mic_3_sweep_1.wav,48,4793,3,1,2040
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5061_mic_1_sweep_2.wav,51,5061,1,2,2160
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4898_mic_2_sweep_4.wav,49,4898,2,4,2292
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5257_mic_3_sweep_2.wav,53,5257,3,2,2052
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4612_mic_1_sweep_1.wav,46,4612,1,1,2160
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_4952_mic_4_sweep_1.wav,50,4952,4,1,1824
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4716_mic_2_sweep_3.wav,47,4716,2,3,2332
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_54_numComb_41_mic_5_sweep_4.wav,54,41,5,4,1888
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4650_mic_5_sweep_3.wav,47,4650,5,3,1884
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4935_mic_1_sweep_4.wav,49,4935,1,4,2104
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_5023_mic_5_sweep_4.wav,50,5023,5,4,1892
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4558_mic_1_sweep_2.wav,46,4558,1,2,2160
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4559_mic_1_sweep_1.wav,46,4559,1,1,2160
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_4987_mic_4_sweep_3.wav,50,4987,4,3,1824
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_5022_mic_5_sweep_4.wav,50,5022,5,4,1892
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4934_mic_1_sweep_3.wav,49,4934,1,3,2104
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4651_mic_5_sweep_4.wav,47,4651,5,4,1884
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_54_numComb_40_mic_5_sweep_3.wav,54,40,5,3,1888
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4717_mic_2_sweep_1.wav,47,4717,2,1,2332
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4566_mic_5_sweep_4.wav,46,4566,5,4,1892
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_4953_mic_4_sweep_3.wav,50,4953,4,3,1824
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4613_mic_1_sweep_1.wav,46,4613,1,1,2160
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5256_mic_3_sweep_3.wav,53,5256,3,3,2052
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5060_mic_1_sweep_4.wav,51,5060,1,4,2160
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4899_mic_2_sweep_2.wav,49,4899,2,2,2292
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4830_mic_2_sweep_2.wav,48,4830,2,2,2292
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4792_mic_3_sweep_3.wav,48,4792,3,3,2040
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5310_mic_4_sweep_3.wav,53,5310,4,3,1872
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_52_numComb_5145_mic_4_sweep_2.wav,52,5145,4,2,1880
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4608_mic_2_sweep_1.wav,46,4608,2,1,2348
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4882_mic_1_sweep_1.wav,49,4882,1,1,2104
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4869_mic_5_sweep_4.wav,49,4869,5,4,1836
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4733_mic_5_sweep_3.wav,47,4733,5,3,1868
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4542_mic_2_sweep_2.wav,46,4542,2,2,2356
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4762_mic_4_sweep_3.wav,48,4762,4,3,1856
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_52_numComb_5191_mic_4_sweep_3.wav,52,5191,4,3,1880
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4856_mic_1_sweep_2.wav,49,4856,1,2,2104
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_5007_mic_2_sweep_4.wav,50,5007,2,4,2292
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4763_mic_4_sweep_3.wav,48,4763,4,3,1856
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4868_mic_5_sweep_3.wav,49,4868,5,3,1836
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4543_mic_2_sweep_4.wav,46,4543,2,4,2356
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_4976_mic_3_sweep_4.wav,50,4976,3,4,2008
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4883_mic_1_sweep_2.wav,49,4883,1,2,2104
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4597_mic_2_sweep_2.wav,46,4597,2,2,2348
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4609_mic_2_sweep_2.wav,46,4609,2,2,2348
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5335_mic_3_sweep_2.wav,53,5335,3,2,2052
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_52_numComb_5144_mic_4_sweep_4.wav,52,5144,4,4,1880
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4815_mic_5_sweep_2.wav,48,4815,5,2,1868
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_52_numComb_5220_mic_2_sweep_2.wav,52,5220,2,2,2340
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4900_mic_4_sweep_2.wav,49,4900,4,2,1824
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_5029_mic_4_sweep_1.wav,50,5029,4,1,1880
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5080_mic_4_sweep_4.wav,51,5080,4,4,1880
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4799_mic_2_sweep_1.wav,48,4799,2,1,2328
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4892_mic_3_sweep_2.wav,49,4892,3,2,2008
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_4958_mic_5_sweep_4.wav,50,4958,5,4,1836
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5112_mic_3_sweep_1.wav,51,5112,3,1,2060
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_4959_mic_5_sweep_1.wav,50,4959,5,1,1836
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4626_mic_4_sweep_1.wav,46,4626,4,1,1872
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4893_mic_3_sweep_3.wav,49,4893,3,3,2008
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4798_mic_2_sweep_1.wav,48,4798,2,1,2324
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5081_mic_4_sweep_3.wav,51,5081,4,3,1880
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_5028_mic_4_sweep_4.wav,50,5028,4,4,1880
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5288_mic_2_sweep_4.wav,53,5288,2,4,2340
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4863_mic_4_sweep_2.wav,49,4863,4,2,1824
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4548_mic_3_sweep_2.wav,46,4548,3,2,2072
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4925_mic_3_sweep_1.wav,49,4925,3,1,2008
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_52_numComb_5205_mic_5_sweep_4.wav,52,5205,5,4,1888
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4768_mic_5_sweep_1.wav,48,4768,5,1,1868
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4757_mic_1_sweep_2.wav,48,4757,1,2,2136
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4602_mic_3_sweep_3.wav,46,4602,3,3,2064
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_52_numComb_5241_mic_4_sweep_4.wav,52,5241,4,4,1872
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5071_mic_3_sweep_1.wav,51,5071,3,1,2064
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5247_mic_1_sweep_1.wav,53,5247,1,1,2148
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4783_mic_1_sweep_4.wav,48,4783,1,4,2136
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5137_mic_4_sweep_1.wav,51,5137,4,1,1880
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5136_mic_4_sweep_1.wav,51,5136,4,1,1880
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4782_mic_1_sweep_2.wav,48,4782,1,2,2136
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5246_mic_1_sweep_1.wav,53,5246,1,1,2148
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5070_mic_3_sweep_2.wav,51,5070,3,2,2064
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_52_numComb_5240_mic_4_sweep_2.wav,52,5240,4,2,1872
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4603_mic_3_sweep_3.wav,46,4603,3,3,2064
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5279_mic_5_sweep_2.wav,53,5279,5,2,1880
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5292_mic_1_sweep_3.wav,53,5292,1,3,2148
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_52_numComb_5204_mic_5_sweep_4.wav,52,5204,5,4,1888
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4924_mic_3_sweep_4.wav,49,4924,3,4,2008
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4862_mic_4_sweep_3.wav,49,4862,4,3,1824
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4549_mic_3_sweep_2.wav,46,4549,3,2,2072
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4772_mic_3_sweep_4.wav,48,4772,3,4,2040
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_52_numComb_5181_mic_3_sweep_2.wav,52,5181,3,2,2060
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_54_numComb_74_mic_5_sweep_1.wav,54,74,5,1,1872
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4665_mic_5_sweep_4.wav,47,4665,5,4,1884
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4723_mic_2_sweep_3.wav,47,4723,2,3,2328
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4840_mic_3_sweep_3.wav,48,4840,3,3,2008
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4900_mic_1_sweep_3.wav,49,4900,1,3,2104
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_5016_mic_5_sweep_3.wav,50,5016,5,3,1836
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5054_mic_1_sweep_4.wav,51,5054,1,4,2160
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4586_mic_5_sweep_1.wav,46,4586,5,1,1892
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5262_mic_3_sweep_3.wav,53,5262,3,3,2052
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5324_mic_4_sweep_2.wav,53,5324,4,2,1872
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4804_mic_2_sweep_2.wav,48,4804,2,2,2324
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4627_mic_1_sweep_3.wav,46,4627,1,3,2152
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_4967_mic_4_sweep_1.wav,50,4967,4,1,1824
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_4966_mic_4_sweep_2.wav,50,4966,4,2,1824
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4626_mic_1_sweep_4.wav,46,4626,1,4,2152
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4805_mic_2_sweep_4.wav,48,4805,2,4,2324
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5263_mic_3_sweep_4.wav,53,5263,3,4,2052
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4619_mic_5_sweep_1.wav,46,4619,5,1,1892
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5055_mic_1_sweep_3.wav,51,5055,1,3,2160
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4587_mic_5_sweep_4.wav,46,4587,5,4,1892
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_5017_mic_5_sweep_1.wav,50,5017,5,1,1836
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4901_mic_1_sweep_1.wav,49,4901,1,1,2104
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4841_mic_3_sweep_3.wav,48,4841,3,3,2008
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4722_mic_2_sweep_3.wav,47,4722,2,3,2328
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4664_mic_5_sweep_2.wav,47,4664,5,2,1884
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_52_numComb_5180_mic_3_sweep_1.wav,52,5180,3,1,2060
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_54_numComb_75_mic_5_sweep_3.wav,54,75,5,3,1872
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4757_mic_4_sweep_3.wav,48,4757,4,3,1856
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5293_mic_4_sweep_4.wav,53,5293,4,4,1872
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4577_mic_2_sweep_3.wav,46,4577,2,3,2348
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_4996_mic_3_sweep_3.wav,50,4996,3,3,2008
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4739_mic_1_sweep_3.wav,47,4739,1,3,2136
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5137_mic_1_sweep_1.wav,51,5137,1,1,2156
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4694_mic_2_sweep_1.wav,47,4694,2,1,2332
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_52_numComb_5170_mic_4_sweep_3.wav,52,5170,4,3,1880
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4783_mic_4_sweep_2.wav,48,4783,4,2,1856
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_54_numComb_85_mic_2_sweep_1.wav,54,85,2,1,2332
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5108_mic_5_sweep_2.wav,51,5108,5,2,1892
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5109_mic_5_sweep_3.wav,51,5109,5,3,1888
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_52_numComb_5171_mic_4_sweep_4.wav,52,5171,4,4,1880
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_54_numComb_84_mic_2_sweep_3.wav,54,84,2,3,2332
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4695_mic_2_sweep_3.wav,47,4695,2,3,2332
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5246_mic_4_sweep_4.wav,53,5246,4,4,1872
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_4997_mic_3_sweep_4.wav,50,4997,3,4,2008
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4738_mic_1_sweep_2.wav,47,4738,1,2,2136
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4576_mic_2_sweep_1.wav,46,4576,2,1,2348
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5292_mic_4_sweep_1.wav,53,5292,4,1,1872
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_54_numComb_50_mic_2_sweep_4.wav,54,50,2,4,2348
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_48_numComb_4756_mic_4_sweep_1.wav,48,4756,4,1,1856
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5268_mic_2_sweep_2.wav,53,5268,2,2,2340
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_51_numComb_5061_mic_4_sweep_2.wav,51,5061,4,2,1880
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4729_mic_3_sweep_2.wav,47,4729,3,2,2040
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_4986_mic_1_sweep_4.wav,50,4986,1,4,2104
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_49_numComb_4873_mic_3_sweep_4.wav,49,4873,3,4,2008
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_46_numComb_4559_mic_4_sweep_2.wav,46,4559,4,2,1880
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_4728_mic_3_sweep_2.wav,47,4728,3,2,2040
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_50_numComb_4987_mic_1_sweep_1.wav,50,4987,1,1,2104
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_47_numComb_31_mic_2_sweep_1.wav,47,31,2,1,2348
/Users/dalsag1/Documents/datasets/arni/rir/IR_Arni_upload_numClosed_46-55/IR_numClosed_53_numComb_5310_mic_1_sweep_2.wav,53,5310,1,2,2148
